形态,时间,TF数量,有M30,有M15,入场价,止损价,盈亏,盈亏ATR,止损命中,胜
CDLSHORTLINE,2024-06-18 04:00,1,False,False,2333.6,2343.36,-5.4,-1.05,N,N
CDLSHORTLINE,2024-06-18 22:00,1,False,False,2338.3,2349.04,-6.3,-1.003,N,N
CDLSHORTLINE,2024-06-19 03:00,1,False,False,2344.1,2354.43,1.1,0.214,N,Y
CDLSHORTLINE,2024-06-19 06:00,1,False,False,2342.9,2352.38,-1.8,-0.369,N,N
CDLSHORTLINE,2024-06-21 06:00,1,False,False,2372.7,2382.98,-0.5,-0.089,N,N
CDLSHORTLINE,2024-06-25 03:00,1,False,False,2344.6,2353.91,1.3,0.272,N,Y
CDLSHORTLINE,2024-06-28 00:00,1,False,False,2336.2,2345.54,-0.6,-0.122,N,N
CDLSHORTLINE,2024-06-28 03:00,1,False,False,2336.8,2345.42,-1.4,-0.318,N,N
CDLSHORTLINE,2024-06-28 06:00,1,False,False,2337.4,2345.48,6.3,1.354,N,Y
CDLSHORTLINE,2024-07-02 06:00,1,False,False,2341.3,2350.53,-2.1,-0.454,N,N
CDLSHORTLINE,2024-07-03 04:00,1,False,False,2338.6,2348.11,-0.8,-0.169,N,N
CDLSHORTLINE,2024-07-08 06:00,1,False,False,2393.5,2405.89,-1.2,-0.184,N,N
CDLSHORTLINE,2024-07-08 11:00,1,False,False,2390.6,2401.57,5.6,0.92,N,Y
CDLSHORTLINE,2024-07-12 11:00,1,False,False,2414.2,2424.81,4.6,0.806,N,Y
CDLSHORTLINE,2024-07-12 12:00,1,False,False,2414.0,2424.07,4.6,0.81,N,Y
CDLSHORTLINE,2024-07-13 03:00,1,False,False,2417.7,2427.72,4.5,0.815,N,Y
CDLSHORTLINE,2024-07-13 04:00,1,False,False,2416.0,2425.57,2.8,0.526,N,Y
CDLSHORTLINE,2024-07-16 03:00,1,False,False,2426.0,2437.09,-1.1,-0.199,N,N
CDLSHORTLINE,2024-07-16 06:00,1,False,False,2425.7,2435.89,-6.2,-1.138,N,N
CDLSHORTLINE,2024-07-16 08:00,1,False,False,2425.8,2435.15,-9.35,-1.74,Y,N
CDLSHORTLINE,2024-07-16 18:00,1,False,False,2444.8,2454.28,-2.7,-0.397,N,N
CDLSHORTLINE,2024-07-24 06:00,1,False,False,2410.2,2419.39,1.0,0.201,N,Y
CDLSHORTLINE,2024-07-24 07:00,1,False,False,2409.3,2418.03,-6.0,-1.134,N,N
CDLSHORTLINE,2024-07-24 08:00,1,False,False,2409.1,2417.49,-8.39,-1.587,Y,N
CDLSHORTLINE,2024-07-30 23:00,1,False,False,2430.1,2469.21,-20.0,-1.002,N,N
CDLSHORTLINE,2024-08-02 06:00,1,False,False,2489.4,2503.32,-2.2,-0.268,N,N
CDLSHORTLINE,2024-08-09 07:00,1,False,False,2463.8,2475.56,1.9,0.289,N,Y
CDLSHORTLINE,2024-08-09 08:00,1,False,False,2463.0,2474.3,2.2,0.344,N,Y
CDLSHORTLINE,2024-08-09 17:00,1,False,False,2462.6,2472.91,-6.4,-1.02,N,N
CDLSHORTLINE,2024-08-10 03:00,1,False,False,2468.6,2479.91,1.8,0.302,N,Y
CDLSHORTLINE,2024-08-14 01:00,1,False,False,2507.3,2518.93,2.4,0.39,N,Y
CDLSHORTLINE,2024-08-14 04:00,1,False,False,2504.9,2515.67,-0.3,-0.054,N,N
CDLSHORTLINE,2024-08-14 06:00,1,False,False,2505.1,2515.55,0.2,0.035,N,Y
CDLSHORTLINE,2024-08-14 07:00,1,False,False,2503.6,2513.64,4.4,0.719,N,Y
CDLSHORTLINE,2024-08-16 00:00,1,False,False,2493.2,2507.57,-0.3,-0.04,N,N
CDLSHORTLINE,2024-08-16 01:00,1,False,False,2493.2,2506.95,-1.3,-0.18,N,N
CDLSHORTLINE,2024-08-20 04:00,1,False,False,2542.6,2553.72,-0.4,-0.071,N,N
CDLSHORTLINE,2024-08-20 07:00,1,False,False,2541.8,2551.94,4.4,0.783,N,Y
CDLSHORTLINE,2024-08-21 04:00,1,False,False,2552.1,2564.66,0.4,0.063,N,Y
CDLSHORTLINE,2024-08-21 07:00,1,False,False,2551.1,2562.66,-6.4,-1.031,N,N
CDLSHORTLINE,2024-08-22 07:00,1,False,False,2549.7,2560.92,10.8,1.677,N,Y
CDLSHORTLINE,2024-08-24 02:00,1,False,False,2545.4,2556.86,-3.0,-0.485,N,N
CDLSHORTLINE,2024-08-26 08:00,1,False,False,2549.0,2559.34,3.8,0.686,N,Y
CDLSHORTLINE,2024-08-26 12:00,1,False,False,2545.0,2554.28,-9.28,-1.74,Y,N
CDLSHORTLINE,2024-08-27 02:00,1,False,False,2552.6,2562.84,0.0,0.0,N,N
CDLSHORTLINE,2024-08-27 04:00,1,False,False,2553.6,2563.14,5.3,1.073,N,Y
CDLSHORTLINE,2024-08-27 06:00,1,False,False,2552.6,2561.73,7.5,1.502,N,Y
CDLSHORTLINE,2024-08-28 04:00,1,False,False,2560.0,2570.42,0.2,0.038,N,Y
CDLSHORTLINE,2024-08-28 08:00,1,False,False,2559.8,2569.12,8.8,1.643,N,Y
CDLSHORTLINE,2024-08-30 03:00,1,False,False,2554.4,2565.75,1.8,0.325,N,Y
CDLSHORTLINE,2024-08-30 07:00,1,False,False,2552.6,2562.3,3.2,0.608,N,Y
CDLSHORTLINE,2024-09-05 01:00,1,False,False,2525.4,2537.51,-1.1,-0.175,N,N
CDLSHORTLINE,2024-09-05 06:00,1,False,False,2525.4,2535.85,-1.2,-0.223,N,N
CDLSHORTLINE,2024-09-05 08:00,1,False,False,2525.2,2534.68,0.4,0.078,N,Y
CDLSHORTLINE,2024-09-06 03:00,1,False,False,2545.2,2555.28,-2.0,-0.402,N,N
CDLSHORTLINE,2024-09-06 06:00,1,False,False,2546.1,2555.24,2.6,0.558,N,Y
CDLSHORTLINE,2024-09-06 08:00,1,False,False,2545.9,2554.23,-1.8,-0.404,N,N
CDLSHORTLINE,2024-09-10 06:00,1,False,False,2535.9,2545.9,3.4,0.658,N,Y
CDLSHORTLINE,2024-09-10 07:00,1,False,False,2535.6,2545.13,3.6,0.728,N,Y
CDLSHORTLINE,2024-09-10 08:00,1,False,False,2534.1,2543.28,2.8,0.583,N,Y
CDLSHORTLINE,2024-09-11 01:00,1,False,False,2541.9,2551.45,-3.8,-0.761,N,N
CDLSHORTLINE,2024-09-11 04:00,1,False,False,2545.7,2554.44,0.4,0.09,N,Y
CDLSHORTLINE,2024-09-11 06:00,1,False,False,2545.4,2553.63,-2.3,-0.488,N,N
CDLSHORTLINE,2024-09-11 08:00,1,False,False,2545.3,2553.06,-2.9,-0.647,N,N
CDLSHORTLINE,2024-09-16 07:00,1,False,False,2607.0,2616.7,-6.1,-1.178,N,N
CDLSHORTLINE,2024-09-17 02:00,1,False,False,2608.6,2618.2,-1.5,-0.309,N,N
CDLSHORTLINE,2024-09-20 02:00,1,False,False,2613.5,2628.11,1.2,0.166,N,Y
CDLSHORTLINE,2024-09-20 04:00,1,False,False,2611.7,2625.12,-1.1,-0.169,N,N
CDLSHORTLINE,2024-09-20 07:00,1,False,False,2611.8,2623.74,-4.9,-0.767,N,N
CDLSHORTLINE,2024-09-23 07:00,1,False,False,2644.8,2655.78,-5.3,-0.858,N,N
CDLSHORTLINE,2024-09-23 08:00,1,False,False,2643.2,2653.66,-10.46,-1.69,Y,N
CDLSHORTLINE,2024-09-24 01:00,1,False,False,2653.0,2663.45,-0.4,-0.075,N,N
CDLSHORTLINE,2024-09-24 02:00,1,False,False,2652.3,2662.38,0.2,0.039,N,Y
CDLSHORTLINE,2024-09-24 03:00,1,False,False,2651.0,2660.64,-0.1,-0.021,N,N
CDLSHORTLINE,2024-09-24 06:00,1,False,False,2652.1,2661.08,-1.8,-0.376,N,N
CDLSHORTLINE,2024-09-24 07:00,1,False,False,2651.1,2659.64,-2.7,-0.582,N,N
CDLSHORTLINE,2024-09-25 07:00,1,False,False,2682.9,2694.17,-11.27,-1.662,Y,N
CDLSHORTLINE,2024-09-25 12:00,1,False,False,2683.2,2695.17,2.1,0.311,N,Y
CDLSHORTLINE,2024-09-25 18:00,1,False,False,2679.8,2690.76,-10.96,-1.772,Y,N
CDLSHORTLINE,2024-09-26 02:00,1,False,False,2684.7,2696.64,2.9,0.48,N,Y
CDLSHORTLINE,2024-09-26 03:00,1,False,False,2683.8,2695.15,4.0,0.682,N,Y
CDLSHORTLINE,2024-09-26 04:00,1,False,False,2681.3,2692.34,-1.3,-0.223,N,N
CDLSHORTLINE,2024-09-26 07:00,1,False,False,2679.8,2690.07,-1.6,-0.284,N,N
CDLSHORTLINE,2024-09-26 12:00,1,False,False,2683.8,2693.2,-3.8,-0.707,N,N
CDLSHORTLINE,2024-09-27 03:00,1,False,False,2696.6,2710.47,1.7,0.253,N,Y
CDLSHORTLINE,2024-09-27 04:00,1,False,False,2695.1,2708.38,3.1,0.478,N,Y
CDLSHORTLINE,2024-09-27 06:00,1,False,False,2694.7,2707.2,2.8,0.431,N,Y
CDLSHORTLINE,2024-09-27 08:00,1,False,False,2692.0,2703.36,-4.1,-0.657,N,N
CDLSHORTLINE,2024-10-02 06:00,1,False,False,2683.0,2696.01,1.4,0.207,N,Y
CDLSHORTLINE,2024-10-02 07:00,1,False,False,2681.2,2693.55,0.1,0.015,N,Y
CDLSHORTLINE,2024-10-02 08:00,1,False,False,2678.5,2690.41,2.0,0.309,N,Y
CDLSHORTLINE,2024-10-02 10:00,1,False,False,2681.1,2692.4,12.1,1.808,N,Y
CDLSHORTLINE,2024-10-03 06:00,1,False,False,2679.7,2690.76,0.9,0.154,N,Y
CDLSHORTLINE,2024-10-04 01:00,1,False,False,2676.9,2690.43,1.0,0.147,N,Y
CDLSHORTLINE,2024-10-04 04:00,1,False,False,2675.9,2687.79,-1.1,-0.185,N,N
CDLSHORTLINE,2024-10-04 07:00,1,False,False,2675.4,2686.3,-6.4,-1.121,N,N
CDLSHORTLINE,2024-10-04 16:00,1,False,False,2679.1,2688.38,-2.3,-0.453,N,N
CDLSHORTLINE,2024-10-11 06:00,1,False,False,2645.5,2657.44,-9.5,-1.475,N,N
CDLSHORTLINE,2024-10-12 03:00,1,False,False,2672.9,2683.72,8.2,1.314,N,Y
CDLSHORTLINE,2024-10-14 07:00,1,False,False,2664.7,2675.62,-7.4,-1.141,N,N
CDLSHORTLINE,2024-10-14 16:00,1,False,False,2676.4,2687.15,7.2,1.185,N,Y
CDLSHORTLINE,2024-10-16 06:00,1,False,False,2678.6,2689.18,-5.6,-0.986,N,N
CDLSHORTLINE,2024-10-16 07:00,1,False,False,2676.8,2686.91,-7.6,-1.36,N,N
CDLSHORTLINE,2024-10-16 08:00,1,False,False,2676.5,2686.13,-9.63,-1.723,Y,N
CDLSHORTLINE,2024-10-17 02:00,1,False,False,2691.3,2702.27,2.0,0.367,N,Y
CDLSHORTLINE,2024-10-17 03:00,1,False,False,2691.0,2701.49,1.3,0.253,N,Y
CDLSHORTLINE,2024-10-17 04:00,1,False,False,2690.4,2700.39,-3.0,-0.592,N,N
CDLSHORTLINE,2024-10-17 06:00,1,False,False,2689.3,2698.83,-9.53,-1.836,Y,N
CDLSHORTLINE,2024-10-18 01:00,1,False,False,2707.4,2719.63,-0.9,-0.145,N,N
CDLSHORTLINE,2024-10-18 02:00,1,False,False,2704.9,2716.68,-2.8,-0.476,N,N
CDLSHORTLINE,2024-10-18 06:00,1,False,False,2707.7,2717.99,-10.29,-1.705,Y,N
CDLSHORTLINE,2024-10-19 03:00,1,False,False,2734.9,2745.41,-3.7,-0.671,N,N
CDLSHORTLINE,2024-10-23 02:00,1,False,False,2759.1,2770.17,-2.2,-0.387,N,N
CDLSHORTLINE,2024-10-23 06:00,1,False,False,2761.3,2771.26,8.3,1.509,N,Y
CDLSHORTLINE,2024-10-23 07:00,1,False,False,2760.6,2770.13,7.3,1.365,N,Y
CDLSHORTLINE,2024-10-23 08:00,1,False,False,2759.5,2768.64,-0.7,-0.126,N,N
CDLSHORTLINE,2024-10-25 02:00,1,False,False,2748.4,2759.89,1.6,0.277,N,Y
CDLSHORTLINE,2024-10-25 04:00,1,False,False,2748.8,2759.39,4.4,0.82,N,Y
CDLSHORTLINE,2024-10-26 02:00,1,False,False,2754.9,2765.71,8.2,1.186,N,Y
CDLSHORTLINE,2024-10-28 23:00,1,False,False,2753.4,2764.8,-1.0,-0.164,N,N
CDLSHORTLINE,2024-10-29 04:00,1,False,False,2754.7,2764.5,-3.3,-0.642,N,N
CDLSHORTLINE,2024-10-30 03:00,1,False,False,2784.6,2796.34,-2.7,-0.458,N,N
CDLSHORTLINE,2024-10-31 02:00,1,False,False,2799.4,2811.16,1.1,0.183,N,Y
CDLSHORTLINE,2024-10-31 06:00,1,False,False,2798.3,2808.84,2.5,0.439,N,Y
CDLSHORTLINE,2024-10-31 07:00,1,False,False,2796.4,2806.53,-1.6,-0.285,N,N
CDLSHORTLINE,2024-11-06 02:00,1,False,False,2750.8,2762.75,-2.6,-0.43,N,N
CDLSHORTLINE,2024-11-06 03:00,1,False,False,2749.9,2761.34,-4.5,-0.758,N,N
CDLSHORTLINE,2024-11-08 02:00,1,False,False,2703.0,2719.63,-11.0,-1.117,N,N
CDLSHORTLINE,2024-11-08 12:00,1,False,False,2700.6,2715.1,6.0,0.749,N,Y
CDLSHORTLINE,2024-11-18 11:00,1,False,False,2594.4,2609.19,3.7,0.458,N,Y
CDLSHORTLINE,2024-11-18 15:00,1,False,False,2587.1,2600.94,-13.84,-1.657,Y,N
CDLSHORTLINE,2024-11-19 03:00,1,False,False,2614.0,2626.85,-2.6,-0.402,N,N
CDLSHORTLINE,2024-11-20 12:00,1,False,False,2639.8,2649.61,15.2,2.548,N,Y
CDLSHORTLINE,2024-11-21 04:00,1,False,False,2652.3,2663.33,-8.6,-1.437,N,N
CDLSHORTLINE,2024-11-22 03:00,1,False,False,2672.3,2684.15,1.2,0.198,N,Y
CDLSHORTLINE,2024-11-22 05:00,1,False,False,2672.2,2683.29,-7.9,-1.315,N,N
CDLSHORTLINE,2024-11-22 07:00,1,False,False,2671.1,2681.69,-10.59,-1.763,Y,N
CDLSHORTLINE,2024-11-23 03:00,1,False,False,2710.3,2723.68,-11.3,-1.196,N,N
CDLSHORTLINE,2024-11-23 04:00,1,False,False,2707.8,2720.71,-12.91,-1.366,Y,N
CDLSHORTLINE,2024-11-27 15:00,1,False,False,2647.4,2660.26,-12.86,-1.396,Y,N
CDLSHORTLINE,2024-12-03 08:00,1,False,False,2663.8,2707.58,0.6,0.026,N,Y
CDLSHORTLINE,2024-12-03 17:00,1,False,False,2666.5,2700.06,4.2,0.239,N,Y
CDLSHORTLINE,2024-12-03 18:00,1,False,False,2665.2,2696.75,-10.4,-0.551,N,N
CDLSHORTLINE,2024-12-04 01:00,1,False,False,2669.4,2705.08,5.0,0.264,N,Y
CDLSHORTLINE,2024-12-04 02:00,1,False,False,2668.2,2702.11,2.2,0.124,N,Y
CDLSHORTLINE,2024-12-04 11:00,1,False,False,2666.7,2692.94,-4.6,-0.296,N,N
CDLSHORTLINE,2024-12-05 04:00,1,False,False,2674.5,2706.93,2.4,0.156,N,Y
CDLSHORTLINE,2024-12-05 05:00,1,False,False,2674.3,2704.7,3.5,0.22,N,Y
CDLSHORTLINE,2024-12-05 07:00,1,False,False,2673.9,2702.48,3.4,0.206,N,Y
CDLSHORTLINE,2024-12-05 08:00,1,False,False,2672.1,2698.97,-0.7,-0.045,N,N
CDLSHORTLINE,2024-12-06 17:00,1,False,False,2662.5,2690.89,2.4,0.144,N,Y
CDLSHORTLINE,2024-12-10 01:00,1,False,False,2687.4,2726.84,6.6,0.293,N,Y
CDLSHORTLINE,2024-12-10 07:00,1,False,False,2683.0,2717.67,-8.6,-0.407,N,N
CDLSHORTLINE,2024-12-10 19:00,1,False,False,2697.0,2733.23,-16.8,-0.793,N,N
CDLSHORTLINE,2024-12-11 18:00,1,False,False,2725.6,2757.77,-6.5,-0.371,N,N
CDLSHORTLINE,2024-12-11 20:00,1,False,False,2725.5,2754.37,-28.87,-1.456,Y,N
CDLSHORTLINE,2024-12-12 04:00,1,False,False,2752.7,2786.66,-5.7,-0.321,N,N
CDLSHORTLINE,2024-12-12 18:00,1,False,False,2744.8,2768.18,18.6,1.145,N,Y
CDLSHORTLINE,2024-12-23 11:00,1,False,False,2639.1,2650.83,-6.2,-0.973,N,N
CDLSHORTLINE,2024-12-26 13:00,1,False,False,2642.0,2651.3,0.2,0.04,N,Y
CDLSHORTLINE,2024-12-27 05:00,1,False,False,2653.3,2662.1,2.7,0.583,N,Y
CDLSHORTLINE,2024-12-27 07:00,1,False,False,2652.8,2661.33,1.7,0.368,N,Y
CDLSHORTLINE,2024-12-27 08:00,1,False,False,2651.3,2659.55,-1.2,-0.263,N,N
CDLSHORTLINE,2025-01-01 03:00,1,False,False,2637.9,2648.34,-10.44,-1.824,Y,N
CDLSHORTLINE,2025-01-08 05:00,1,False,False,2663.1,2674.86,0.2,0.033,N,Y
CDLSHORTLINE,2025-01-09 05:00,1,False,False,2680.1,2692.56,3.7,0.587,N,Y
CDLSHORTLINE,2025-01-09 07:00,1,False,False,2679.2,2691.02,2.2,0.359,N,Y
CDLSHORTLINE,2025-01-09 08:00,1,False,False,2677.5,2688.82,-0.5,-0.084,N,N
CDLSHORTLINE,2025-01-09 09:00,1,False,False,2676.4,2687.43,-0.9,-0.153,N,N
CDLSHORTLINE,2025-01-10 03:00,1,False,False,2691.3,2702.11,-2.0,-0.371,N,N
CDLSHORTLINE,2025-01-10 04:00,1,False,False,2691.2,2701.43,-3.8,-0.732,N,N
CDLSHORTLINE,2025-01-10 09:00,1,False,False,2694.6,2703.38,-1.1,-0.234,N,N
CDLSHORTLINE,2025-01-11 03:00,1,False,False,2716.3,2732.18,-4.8,-0.578,N,N
CDLSHORTLINE,2025-01-13 08:00,1,False,False,2720.2,2734.43,4.8,0.616,N,Y
CDLSHORTLINE,2025-01-15 08:00,1,False,False,2689.3,2699.57,-2.1,-0.378,N,N
CDLSHORTLINE,2025-01-15 20:00,1,False,False,2706.0,2715.26,-9.26,-1.551,Y,N
CDLSHORTLINE,2025-01-16 03:00,1,False,False,2718.2,2730.1,-5.4,-0.885,N,N
CDLSHORTLINE,2025-01-17 04:00,1,False,False,2747.0,2758.01,-0.6,-0.105,N,N
CDLSHORTLINE,2025-01-18 01:00,1,False,False,2753.4,2764.38,14.4,2.31,N,Y
CDLSHORTLINE,2025-01-22 03:00,1,False,False,2757.5,2770.31,-0.9,-0.136,N,N
CDLSHORTLINE,2025-01-22 04:00,1,False,False,2755.8,2768.15,-7.3,-1.103,N,N
CDLSHORTLINE,2025-01-23 01:00,1,False,False,2768.2,2780.3,1.6,0.255,N,Y
CDLSHORTLINE,2025-01-23 03:00,1,False,False,2767.0,2778.48,3.6,0.618,N,Y
CDLSHORTLINE,2025-01-23 04:00,1,False,False,2766.6,2777.59,1.4,0.247,N,Y
CDLSHORTLINE,2025-01-23 05:00,1,False,False,2766.3,2776.83,4.9,0.859,N,Y
CDLSHORTLINE,2025-01-24 02:00,1,False,False,2764.0,2776.53,1.9,0.298,N,Y
CDLSHORTLINE,2025-01-24 03:00,1,False,False,2763.0,2775.12,0.8,0.132,N,Y
CDLSHORTLINE,2025-01-24 04:00,1,False,False,2762.0,2773.7,-5.7,-0.932,N,N
CDLSHORTLINE,2025-01-25 05:00,1,False,False,2777.5,2788.48,9.7,1.423,N,Y
CDLSHORTLINE,2025-01-29 07:00,1,False,False,2769.8,2778.57,-2.1,-0.465,N,N
CDLSHORTLINE,2025-01-29 11:00,1,False,False,2770.0,2777.63,3.8,0.919,N,Y
CDLSHORTLINE,2025-01-30 08:00,1,False,False,2773.6,2783.3,0.2,0.04,N,Y
CDLSHORTLINE,2025-01-30 09:00,1,False,False,2771.3,2780.76,0.6,0.119,N,Y
CDLSHORTLINE,2025-02-03 17:00,1,False,False,2828.9,2874.78,-18.6,-0.687,N,N
CDLSHORTLINE,2025-02-05 02:00,1,False,False,2873.7,2915.69,-0.5,-0.025,N,N
CDLSHORTLINE,2025-02-05 03:00,1,False,False,2873.7,2913.05,1.7,0.091,N,Y
CDLSHORTLINE,2025-02-05 07:00,1,False,False,2872.0,2904.54,-9.0,-0.547,N,N
CDLSHORTLINE,2025-02-06 03:00,1,False,False,2883.4,2903.17,-1.8,-0.182,N,N
CDLSHORTLINE,2025-02-07 12:00,1,False,False,2888.6,2900.11,1.1,0.172,N,Y
CDLSHORTLINE,2025-02-11 12:00,1,False,False,2942.5,2959.74,3.4,0.338,N,Y
CDLSHORTLINE,2025-02-11 16:00,1,False,False,2933.9,2951.19,3.7,0.396,N,Y
CDLSHORTLINE,2025-02-13 02:00,1,False,False,2927.3,2944.34,-1.7,-0.185,N,N
CDLSHORTLINE,2025-02-14 05:00,1,False,False,2957.2,2970.17,-1.9,-0.275,N,N
CDLSHORTLINE,2025-02-14 08:00,1,False,False,2956.4,2968.39,3.0,0.435,N,Y
CDLSHORTLINE,2025-02-19 07:00,1,False,False,2953.3,2965.93,5.5,0.688,N,Y
CDLSHORTLINE,2025-02-20 05:00,1,False,False,2949.6,2963.57,-4.1,-0.54,N,N
CDLSHORTLINE,2025-02-25 07:00,1,False,False,2966.0,2980.09,1.4,0.187,N,Y
CDLSHORTLINE,2025-02-27 08:00,1,False,False,2932.0,2944.97,13.5,1.802,N,Y
CDLSHORTLINE,2025-03-03 08:00,1,False,False,2877.1,2894.53,1.4,0.146,N,Y
CDLSHORTLINE,2025-03-03 10:00,1,False,False,2878.5,2895.31,5.9,0.642,N,Y
CDLSHORTLINE,2025-03-04 07:00,1,False,False,2901.5,2916.49,5.9,0.712,N,Y
CDLSHORTLINE,2025-03-04 10:00,1,False,False,2895.6,2910.09,-4.0,-0.495,N,N
CDLSHORTLINE,2025-03-04 18:00,1,False,False,2924.6,2940.51,-9.1,-1.008,N,N
CDLSHORTLINE,2025-03-05 01:00,1,False,False,2922.1,2939.54,-6.6,-0.714,N,N
CDLSHORTLINE,2025-03-05 07:00,1,False,False,2925.5,2940.68,10.5,1.197,N,Y
CDLSHORTLINE,2025-03-05 08:00,1,False,False,2924.0,2938.63,4.5,0.508,N,Y
CDLSHORTLINE,2025-03-06 05:00,1,False,False,2929.0,2946.24,-4.3,-0.469,N,N
CDLSHORTLINE,2025-03-06 07:00,1,False,False,2927.3,2943.71,-7.5,-0.847,N,N
CDLSHORTLINE,2025-03-06 08:00,1,False,False,2925.1,2940.86,-4.7,-0.54,N,N
CDLSHORTLINE,2025-03-06 12:00,1,False,False,2926.9,2941.64,9.7,1.165,N,Y
CDLSHORTLINE,2025-03-07 03:00,1,False,False,2922.0,2938.13,4.9,0.585,N,Y
CDLSHORTLINE,2025-03-07 17:00,1,False,False,2929.1,2941.86,3.2,0.457,N,Y
CDLSHORTLINE,2025-03-10 08:00,1,False,False,2920.9,2935.69,4.3,0.537,N,Y
CDLSHORTLINE,2025-03-12 07:00,1,False,False,2922.3,2933.9,0.6,0.095,N,Y
CDLSHORTLINE,2025-03-13 03:00,1,False,False,2939.9,2952.69,-5.3,-0.798,N,N
CDLSHORTLINE,2025-03-15 01:00,1,False,False,2997.4,3012.02,3.7,0.47,N,Y
CDLSHORTLINE,2025-03-18 06:00,1,False,False,3008.6,3018.93,-6.6,-1.12,N,N
CDLSHORTLINE,2025-03-19 03:00,1,False,False,3042.7,3054.79,4.5,0.736,N,Y
CDLSHORTLINE,2025-03-19 04:00,1,False,False,3041.7,3053.26,3.7,0.623,N,Y
CDLSHORTLINE,2025-03-19 06:00,1,False,False,3041.1,3052.14,4.2,0.723,N,Y
CDLSHORTLINE,2025-03-19 07:00,1,False,False,3038.2,3048.9,-2.6,-0.449,N,N
CDLSHORTLINE,2025-03-20 01:00,1,False,False,3038.6,3050.76,-12.16,-1.533,Y,N
CDLSHORTLINE,2025-03-24 19:00,1,False,False,3030.1,3042.67,13.4,1.68,N,Y
CDLSHORTLINE,2025-03-26 07:00,1,False,False,3025.3,3035.38,-3.0,-0.523,N,N
CDLSHORTLINE,2025-03-27 23:00,1,False,False,3063.1,3078.68,-5.2,-0.629,N,N
CDLSHORTLINE,2025-03-28 04:00,1,False,False,3069.1,3082.11,-4.1,-0.607,N,N
CDLSHORTLINE,2025-03-28 06:00,1,False,False,3068.6,3081.07,-12.47,-1.745,Y,N
CDLSHORTLINE,2025-03-28 12:00,1,False,False,3083.1,3095.35,-12.25,-1.363,Y,N
CDLSHORTLINE,2025-04-02 10:00,1,False,False,3157.8,3206.16,10.6,0.41,N,Y
CDLSHORTLINE,2025-04-03 10:00,1,False,False,3168.9,3229.3,14.8,0.468,N,Y
CDLSHORTLINE,2025-04-09 10:00,1,False,False,3016.5,3061.11,-15.6,-0.646,N,N
CDLSHORTLINE,2025-04-09 18:00,1,False,False,3060.7,3099.67,-31.3,-1.214,N,N
CDLSHORTLINE,2025-04-10 16:00,1,False,False,3121.8,3166.49,-20.4,-0.85,N,N
CDLSHORTLINE,2025-04-14 08:00,1,False,False,3238.0,3284.83,-9.6,-0.371,N,N
CDLSHORTLINE,2025-04-14 11:00,1,False,False,3247.6,3292.89,1.1,0.045,N,Y
CDLSHORTLINE,2025-04-14 12:00,1,False,False,3242.4,3285.67,-0.9,-0.036,N,N
CDLSHORTLINE,2025-04-15 23:00,1,False,False,3237.6,3264.46,-7.9,-0.582,N,N
CDLSHORTLINE,2025-04-16 00:00,1,False,False,3237.5,3262.94,-9.2,-0.711,N,N
CDLSHORTLINE,2025-04-17 17:00,1,False,False,3335.1,3358.11,-6.4,-0.474,N,N
CDLSHORTLINE,2025-04-24 18:00,1,False,False,3341.5,3376.59,15.0,0.773,N,Y
CDLSHORTLINE,2025-04-25 02:00,1,False,False,3346.8,3377.01,-30.21,-1.764,Y,N
CDLSHORTLINE,2025-04-29 04:00,1,False,False,3354.8,3382.55,15.0,0.984,N,Y
CDLSHORTLINE,2025-04-29 08:00,1,False,False,3339.8,3366.47,16.7,1.086,N,Y
CDLSHORTLINE,2025-04-30 04:00,1,False,False,3327.6,3350.34,4.4,0.344,N,Y
CDLSHORTLINE,2025-05-01 01:00,1,False,False,3315.8,3341.39,16.6,1.175,N,Y
CDLSHORTLINE,2025-05-02 12:00,1,False,False,3260.4,3284.17,-6.6,-0.5,N,N
CDLSHORTLINE,2025-05-02 16:00,1,False,False,3265.7,3288.01,-4.2,-0.341,N,N
CDLSHORTLINE,2025-05-08 01:00,1,False,False,3393.6,3420.63,21.0,1.302,N,Y
CDLSHORTLINE,2025-05-10 02:00,1,False,False,3343.5,3367.45,66.8,3.755,N,Y
CDLSHORTLINE,2025-05-13 17:00,1,False,False,3257.8,3282.61,11.4,0.859,N,Y
CDLSHORTLINE,2025-05-13 18:00,1,False,False,3257.0,3280.66,25.0,1.818,N,Y
CDLSHORTLINE,2025-05-14 03:00,1,False,False,3253.5,3275.63,-4.8,-0.428,N,N
CDLSHORTLINE,2025-05-20 00:00,1,False,False,3234.4,3260.37,-1.0,-0.075,N,N
CDLSHORTLINE,2025-05-20 03:00,1,False,False,3235.4,3258.78,10.6,0.875,N,Y
CDLSHORTLINE,2025-05-20 04:00,1,False,False,3232.2,3254.61,7.2,0.601,N,Y
CDLSHORTLINE,2025-05-20 06:00,1,False,False,3229.3,3250.93,5.0,0.417,N,Y
CDLSHORTLINE,2025-05-21 07:00,1,False,False,3293.9,3314.74,-20.84,-1.558,Y,N
CDLSHORTLINE,2025-05-21 12:00,1,False,False,3304.2,3326.67,-7.6,-0.58,N,N
CDLSHORTLINE,2025-05-22 02:00,1,False,False,3316.5,3338.14,-2.9,-0.253,N,N
CDLSHORTLINE,2025-05-22 04:00,1,False,False,3316.6,3337.39,-8.6,-0.793,N,N
